Group	BM-BFUe	BM-BFUe	BM-BFUe	BM-BFUe	BM-BFUe	BM-BFUe	BM-BFUe	BM-CFUe	BM-CFUe	BM-CFUe	BM-CFUe	BM-CFUe	BM-CFUe	BM-CFUe	BM-CFUe	BM-S1	BM-S1	BM-S1	BM-S1	BM-S1	BM-S1	BM-S1	BM-S1	BM-S1	BM-S1	BM-S2	BM-S2	BM-S2	BM-S2	BM-S2	BM-S2	BM-S2	BM-S3	BM-S3	BM-S3	BM-S3	BM-S3	BM-S3	BM-S4	BM-S4	BM-S4	BM-S4	BM-S4	BM-S4	BM-S5	BM-S5	BM-S5	BM-S5	BM-S5	BM-S5	BM-S6	BM-S6	BM-S6	BM-S6	BM-S6	BM-S6
OPHTHALMATE	0.715615672	0.411623312	0.898788342	0.609738184	0.673403219	0.98970627	0.344853743	1.795709251	1.427586589	3.555238928	1.908064275	3.542914039	4.503313796	0.754562975	0.747838402	1.268149827	1.794365701	1.044390545	1.124506807	0.660009259	1.373951926	0.966038816	0.989490323	0.7808858	1.229623877	0.575640762	0.796147076	0.484674843	0.626633319	0.324959894	0.957062756	0.297070273	0.338726279	0.377609362	1.019076745	0.055749524	0.386393856	0.654183754	0.525523551	0.938355465	0.56824246	0.685814114	0.536018616	0.73787163	0.816382975	0.377253894	0.780513734	0.436413208	0.577319622	0.642910588	0.766409308	0.438967344	1.278234258	2.576678695	3.57247122	3.049092424
OXIDIZED GLUTATHIONE	0.018170479	8.30E-06	8.27E-06	0.007980851	1.26E-05	1.28E-05	0.053886114	1.412241961	1.176877922	3.276341889	3.023674807	0.162267349	0.168007413	0.177998363	0.258384915	3.60486469	4.080089894	5.204982539	4.650481626	0.790451341	1.309855601	0.899693058	0.259690459	0.622129672	2.118179869	2.180251218	1.624497173	1.294336515	2.053656159	2.437616609	5.406305508	3.131674153	1.563630828	0.898319906	3.693703564	3.898325604	1.373414448	5.010071272	2.132461979	3.420720085	1.039417956	3.489323986	1.753960349	2.32132675	0.780835756	1.247784292	0.757398605	1.112531563	4.816243198	3.627918917	0.951889023	0.804142238	1.593360557	1.797020487	0.997168619	1.324104813
OXOPROLINE	0.046478598	0.230409877	0.02067448	0.020980765	0.013195937	0.062775939	0.031110989	0.011669559	0.016384146	0.015977991	0.012026189	0.014879675	0.053302537	0.072388895	0.015852633	0.389283093	0.152254236	0.212314204	0.219610892	1.611507696	0.965659427	0.422832877	1.488366947	0.830707994	0.680925059	0.486024326	0.302197764	0.287184674	0.172147764	0.410742107	0.103443481	0.151709677	0.427380963	1.046170195	0.168541865	0.204376193	0.554144163	0.124989044	0.147602305	0.12261998	0.150782864	0.137816043	0.181960711	0.340744037	0.455884814	0.709516187	0.221921963	0.395363163	0.118676931	0.351000845	1.673977177	0.380714313	0.44760084	0.416906348	0.512052527	0.588745509
PALMITATE	0.489040256	0.381292149	0.380273806	0.350530691	0.580398088	0.589644149	0.579230273	0.261656754	0.243152184	0.194558054	0.158100166	49.05774388	0.45761358	0.366209708	0.281829764	0.432200001	0.387029365	0.292227768	39.16334354	1.117221941	1.035311701	0.847466358	0.974876296	0.858913549	1.166210155	0.834380359	0.687907291	1.309443085	0.93938164	407.4116387	0.337491746	210.8995298	76.63072286	0.752648855	0.487367006	0.563800864	1.52915367	0.462450156	30596.42453	0.532433699	0.817397782	0.556289198	6.841575192	0.472086239	1.555008592	1.443959592	1.329495477	0.983467454	0.563633353	0.57084192	1.033977696	1.299196613	10.25843474	1.099930929	1.843262642	1.492103268
PANTOTHENATE	0.271341553	0.255331344	0.274784179	0.257258718	0.321818398	0.231774476	0.265666696	1.079387219	0.99390698	1.448536026	1.395003095	1.27459929	1.415121454	0.968556513	0.803471322	1.578002624	1.665082016	1.848429014	2.452843594	0.808631754	1.155759132	1.035609115	0.755708578	0.834029293	1.410262128	0.503695518	0.714470776	0.659773383	0.770743482	0.650780688	0.765006159	0.817205527	0.635198221	0.644484834	0.8933427	0.825457167	0.718245474	0.962019184	0.541524884	0.738544362	0.820952784	0.919948664	0.381218061	0.601822732	0.743312083	0.719170224	0.489655068	0.51426336	0.799623295	0.748602358	0.620715505	0.69542957	1.089097884	0.79118136	0.462138511	0.833220566
Phenylacetic acid	1.852659044	2.010010486	1.856473083	2.55362505	0.986222204	0.912921077	1.202357154	0.633308951	0.73810954	0.662534212	0.720185735	0.476968991	0.493500101	0.49131862	0.629676576	0.687108907	0.181038022	0.279755366	0.228996135	0.503220348	0.523189673	1.973589979	0.624818712	1.240369899	1.134811389	0.345322785	0.000655557	1.576741722	0.000895206	0.275902525	0.506434185	0.47015091	2.156200304	1.366249514	3.866614737	0.000537287	0.001457243	0.170422984	1.892018019	0.246645947	0.000778958	1.685163256	0.00047493	0.020973855	2.552029452	0.868690351	4.329040344	1.323163011	0.000537128	0.000543997	5.154411405	0.361954982	0.873935126	1.476731608	1.979247007	3.611389897
PHENYLALANINE	0.098576418	0.270418327	0.056577679	0.031413366	0.016046689	0.046146904	0.111442869	0.037444106	0.05518537	0.022664603	0.023260605	0.023219325	0.024858	0.143865704	9.25E-06	0.496944654	0.229512862	0.27081211	0.512650581	1.603339567	0.920994836	0.475665597	1.654980388	0.752601535	0.592418077	0.859791172	0.890779256	0.5913892	0.354039091	0.429815916	0.252737334	0.213797158	0.690017053	1.921767645	0.179599717	0.265030726	1.09251525	0.144494346	0.325476175	0.370388526	0.446840752	0.272716739	0.481671277	0.540668425	1.109816637	0.80390087	0.486063061	0.920501664	0.192291197	0.57318337	1.20461562	0.823940241	0.936801618	0.727012184	1.408859511	1.02115901
PHENYLETHANOLAMINE	22.59599923	41.6055479	86.08764253	100.5535606	61.39030325	177.074871	61.46525601	45.69753346	41.07106831	15.75796234	10.81690626	46.12798828	25.5283717	17.79147661	25.21283404	0.432200001	0.387029365	0.292227768	0.327787858	1.117221941	1.035311701	0.847466358	2.991464046	0.003620345	0.004915609	0.834380359	0.687907291	1.309443085	1365.856284	136.1145644	0.337491746	168.2718716	0.942405509	0.752648855	316.1329279	188.112647	1.52915367	0.462450156	419.800217	0.532433699	0.817397782	3647.175205	0.498366851	0.472086239	5316.309303	1.443959592	6106.586565	0.983467454	712.9820276	0.57084192	12928.57266	2095.645341	1.337119551	1982.025573	1.843262642	857.2664465
PHOSPHORYLCHOLINE	4.695672752	4.242505768	3.091607062	3.094847837	0.347905177	0.404294196	0.398641705	2.913560937	2.960270686	5.387152767	4.768250317	0.402835612	0.379528331	3.788201798	3.024532363	2.657088592	2.230940261	4.397184557	5.340996893	0.000202602	2.06483638	0.934961018	1.01311885	0.59630785	1.390573301	1.772903575	0.476715496	0.000237461	0.000170352	0.00011935	0.886887425	0.716069597	0.631257589	0.146993353	8.84E-05	0.000102242	0.000277304	8.39E-05	0.000102536	9.66E-05	0.626985915	1.00025467	0.518297186	0.320162796	1.629487997	0.000261855	0.000241097	0.000178347	0.000102212	0.296959977	0.000187507	0.000235603	0.00024248	0.000199467	0.000334266	0.000270585
P-HYDROXYPHENYLACETATE	0.080550717	0.000327041	0.059530644	0.110237926	0.000497818	0.000505748	0.050669032	0.000224428	0.000208556	0.000166876	0.021106223	0.093351043	0.089010722	0.034847547	0.00024173	0.000547502	0.000490281	0.000370188	0.387843599	1.616516647	1.371053417	0.012429936	0.264988143	2.060808181	0.674203676	1.956440043	1.637632267	0.001658777	1.465914411	0.000833715	0.798407802	0.861173909	2.543302857	2.088081081	9.268836898	1.674739564	1.76437396	2.233254158	1.662848428	0.181530549	2.301862255	2.183972606	2.159374699	0.266500147	2.480504518	2.833045194	4.544718175	1.963560626	0.247024745	1.79099842	4.387757529	0.441340244	2.079769883	0.001393371	0.002335009	0.942383735
PIPECOLATE	0.120595712	0.159170757	0.107069288	0.05380948	0.000337265	0.001514116	0.067141219	0.174584619	0.05390347	0.041846619	0.058340389	0.076700271	0.207296344	0.037159956	0.041213071	0.248013271	0.214666429	0.1381408	0.251432721	0.857791169	1.052721044	1.089487787	1.02580662	0.62449026	1.34970312	0.856185673	0.661059721	0.753591573	0.544681286	0.424958649	0.259302711	0.294429516	0.928969945	0.887720871	0.382584813	0.465827998	1.468986485	0.314954764	0.630240609	0.537590494	1.550177543	0.456122601	0.764373788	0.597775107	1.305770963	1.059882886	2.822318978	0.780168228	0.246179579	0.477529033	1.976587681	1.797773689	1.174876184	0.865863112	1.099142653	0.804099293
PROLINE	0.080861306	0.117864485	0.170674708	0.186453039	0.142360779	0.149132632	0.146327395	0.305055631	0.267853636	0.556605487	0.528804556	0.338351822	0.377056638	0.233509947	0.207598643	0.842850636	1.051157326	0.942140805	1.372279159	0.870583517	1.268232158	0.861184325	0.952388048	0.773652628	1.273959323	0.79299376	0.564735623	0.469624053	0.364912533	0.446269952	0.61158366	0.643404356	0.611938179	0.991279021	0.553622498	0.690367847	0.540167495	0.610950115	0.358383333	0.796010837	0.752011748	0.554357424	0.505231468	0.655601121	0.483206436	0.440811052	0.388471314	0.378225735	0.45296911	0.519654913	0.963301188	0.368678895	0.39871396	0.38469975	0.395617758	0.475042828
PROPIONYLCARNITINE	0.070832905	0.047511906	0.044049757	0.045672626	0.059171826	0.049176381	0.041356726	0.306911029	0.253587605	0.455051998	0.455739888	0.258279947	0.232745613	0.138507205	0.116476898	1.145724938	1.27056756	2.058164213	1.309067478	0.947545674	1.284334232	0.768120095	1.073280384	0.946834556	0.97988506	1.074340591	1.128573945	1.155949235	0.61847447	0.916849999	1.231630468	1.565941133	1.138201317	0.831573736	1.408778181	1.226096157	1.246732682	1.806129391	0.887162221	1.070243381	1.017247042	1.017526362	0.737496388	1.055147775	1.024059821	0.923761912	0.739958133	0.585308948	0.828207623	0.825676477	0.886749247	0.611049049	0.692863656	0.379812991	1.014065115	0.861355457
PROPIONYLCHOLINE	1.244495006	1.0611061	0.920301808	1.004399469	2.955909252	2.847630477	2.641881409	5.805958551	4.103832936	8.409722283	7.333212976	11.08817402	9.746290504	1.728262368	1.845589035	2.377436952	2.27471191	3.557791893	2.12293861	0.591722919	1.085568278	1.322708803	0.767900658	1.556767291	0.675332051	1.201247235	1.451457983	0.723590084	1.245628475	1.617948656	3.023300996	4.935550178	0.904049026	0.694710163	1.146044454	1.899920541	1.06170485	3.145041944	0.953589099	1.14345062	1.11811957	2.06027588	1.858001903	2.522523361	0.522770154	0.88191372	0.476493751	1.027394746	1.841674691	2.598857799	0.509448972	0.554933858	0.652161555	0.668885336	0.517900344	1.061331842
PYROGLUTAMATE	0.01543693	0.018188286	0.002743094	0.000252496	0.03958144	0.23634326	0.137505045	0.000234477	0.003089411	1.40E-05	1.13E-05	0.06366735	0.121140009	0.0325864	2.02E-05	0.390443134	0.152515355	0.213068411	0.020413237	1.61071971	0.967934511	0.42134578	0.937689087	0.842647726	1.219663187	0.486295142	0.30395328	0.278317046	0.170335083	0.410705012	0.103931666	0.153567171	0.429207434	1.047941642	0.166410889	0.207109451	0.54500414	0.124008363	0.147870673	0.122535889	0.151877874	0.138818077	0.183236281	0.34179634	0.460069055	0.711247435	0.220312239	0.402817675	0.116160659	0.350524214	1.679240014	0.380778442	0.447798617	0.41491687	0.504861172	0.585856052
QUINATE	0.033555995	0.06683914	0.032378019	0.007723148	0.086044404	0.038096462	0.011603935	0.004848849	0.007063356	0.003507976	0.000159164	0.000425994	0.051110333	0.019621716	0.024984178	0.240878738	0.096333581	0.063160237	0.136612215	1.732542713	0.170904825	1.096552462	1.304152399	0.306291111	1.38955649	0.710098108	0.093965922	0.50354411	0.000337786	0.091483527	0.127155988	0.051489154	0.350603941	0.152370407	0.147824635	0.698727403	0.143994029	0.089845876	0.256371102	0.027822672	0.078892817	0.085577503	0.30896083	0.063200674	0.220039377	0.000519224	0.164372425	0.750104327	0.035438548	0.457783717	0.191091318	0.194670501	0.257015053	0.388353452	35.00689088	0.455200694
RAFFINOSE	0.003879627	0.206445733	0.596522521	0.039974155	0.330364422	0.508065808	0.001154552	0.000521548	0.000484664	0.096466078	0.023354705	0.000843439	5.650585124	0.591207125	0.125203755	0.29029547	0.292518214	0.443342312	0.096554245	1.451967582	1.112497091	0.435535327	1.222912663	0.456529488	1.320557849	2.023275235	0.474770354	0.263960298	0.616445592	0.165488688	0.144393859	0.356285265	1.051479275	1.402316866	0.621287976	0.287575727	0.959558831	0.298277322	0.231593435	2.439807104	0.108193323	0.313896435	0.249295269	0.040599633	0.445778919	0.232743075	0.38419926	1.912350519	0.069859658	0.592658066	0.330364771	0.356029027	0.758670395	0.57232744	0.057873746	1.537460902
RESORCINOL MONOACETATE	0.593900572	0.589952318	0.051118929	0.026341992	0.013924559	0.000113317	0.102231083	0.021014122	0.030637164	0.012165416	0.008495103	0.002589233	0.018017819	0.351388832	0.028292816	1.142787973	0.263062755	0.27301796	0.243329454	1.006770732	0.871605612	1.121623655	0.749849318	0.732182809	1.517967873	0.595032083	0.456947695	0.809547671	0.460988827	0.548812414	0.198490172	0.229202721	0.64850726	1.038335006	0.391616419	0.513151508	1.082876593	0.324958777	0.761019567	0.490549097	0.923135784	0.445937833	1.021129776	0.456855996	0.336744189	1.244989754	1.212011548	0.27020269	0.414665469	0.552429192	0.85269758	1.826440985	1.172848906	1.424539072	5.017969945	1.266435088
RIBULOSE-5-PHOSPHATE	3.76E-05	2.93E-05	0.159706139	0.188636802	0.919743564	0.92062927	0.86180901	0.055197105	0.072653019	0.087050316	0.088495133	1.296467433	1.56589758	0.000675179	0.084296652	1.366810634	1.431234939	0.530412106	0.000221368	2.998728488	0.000699186	0.000572326	1.919354214	0.759424485	0.321221301	0.148260465	2.042281727	1.258618208	0.0006344	0.000444465	1.422270175	3.487346946	0.000636442	0.000508293	0.000329138	1.491228287	0.001032696	0.00031231	0.699219793	0.104013163	0.00055202	0.80459787	0.000336566	0.2910826	7.458015134	0.017679754	0.000897859	0.320815992	4.064319856	10.80585648	1.439514526	4.635215982	1.519979614	3.272435889	0.001244826	0.001007674
S-ADENOSYLMETHIONINE	3.810191169	1.886141147	0.36963902	0.202193887	0.001707885	0.001735093	0.001704449	1.895731383	2.662837937	3.391668018	2.018790412	0.001245156	0.001346578	1.229289033	0.391960448	0.810873198	0.730091087	0.825141659	1.054179202	0.366420352	1.76065947	0.872920178	0.209819621	1.566687744	1.223492635	0.71479179	0.910610405	0.360669989	0.418990301	0.292196704	0.856920173	0.801046028	0.728339328	1.597838412	0.614928539	0.655976277	0.080280406	0.947747142	0.703056435	1.501983689	1.764884273	0.887229881	2.056833631	1.766426819	0.975167913	0.71401877	1.082989438	0.720386648	0.822098431	1.815332106	0.656220229	0.674882715	0.81103304	0.642848554	0.546252627	0.708614562
SALICYLATE	0.489040256	0.381292149	0.380273806	0.350530691	0.580398088	0.589644149	0.579230273	0.261656754	0.243152184	0.194558054	0.158100166	0.423146869	0.45761358	0.366209708	0.281829764	0.528841445	0.27471413	0.175648961	0.145616677	0.977097167	1.187981495	0.834921338	0.974876296	0.858913549	1.166210155	0.74777433	0.272264268	1.22420758	0.287465657	0.243615768	0.139123214	0.238274688	1.428838615	0.579408094	0.269694141	0.403036188	0.772823988	0.304417876	0.530270808	0.397041625	0.670671845	0.270635191	0.211305558	0.4087978	0.932830181	1.105303168	0.84659673	0.875501351	0.427880058	0.39327189	0.543572734	0.712954384	0.493073634	0.25100257	0.436766927	0.158136689
SALSOLINOL	0.281912409	0.375851325	0.277621649	0.369296776	0.593708456	0.814226606	0.723818468	0.339183042	0.692383131	0.296589116	0.24065902	0.557393127	0.524623337	0.550729417	0.367056422	0.337282109	0.338909481	0.395101059	0.539829574	1.011118239	1.468738424	0.520143338	1.24028196	0.90933083	0.850387209	1.023054332	1.368519382	0.678043425	0.51501352	0.479945254	0.414008194	0.800696233	0.865462388	0.891317143	0.423255426	0.367431224	0.949323943	0.270936213	0.324901445	0.320323571	1.193497921	0.799263406	1.130015255	0.627616171	2.069666068	0.870546207	1.383867595	1.091663598	0.279721796	0.574632521	1.707173036	0.826199592	1.219822314	0.637707681	1.112992177	0.938244187
SEBACATE	2.08E-05	0.140931384	1.61E-05	0.17194532	0.412759229	2.50E-05	0.033960039	1.11E-05	0.061239987	8.26E-06	0.081529332	0.143394387	1.94E-05	0.396648124	0.250253257	0.930059773	0.913052819	0.143006459	5.73E-05	2.999670646	0.000181107	0.000148247	0.147936992	0.793374127	2.058688881	0.000145958	0.000120336	0.000229061	0.772110926	1.002248138	5.90E-05	1.322554045	0.000164855	0.000131661	2.029910473	9.86E-05	0.000267495	0.994961404	6.743900616	9.31E-05	0.000142987	9.73E-05	0.27968124	8.26E-05	0.000272018	0.000252592	0.000232569	0.000172038	1.09568907	9.99E-05	0.000180874	4.663032343	0.000233902	0.000192411	0.000322442	0.000261014
SERINE	0.260228212	1.312310438	0.088673403	0.065190818	0.000222982	0.000226534	0.000222533	0.000100525	0.013197083	0.047265013	0.020337601	0.000162568	0.00017581	0.416331433	0.066400707	0.226853978	0.000357031	0.161198141	0.813543367	2.427859447	0.571358774	0.000781779	2.415233424	0.496937887	0.087828689	3.22568049	1.018712487	0.001207948	0.00086657	0.267738518	0.3605838	0.128058313	0.312366961	4.926375031	0.000449591	0.000520101	0.001410629	0.000426606	0.000521592	0.000491165	0.000754041	0.000513171	0.000459738	1.568062624	12.36863952	0.386832341	0.001226446	1.094270919	0.000519946	1.705811457	5.595972665	0.001198496	0.950903323	0.001014675	0.001700391	0.00137645
SORBITOL	0.585882212	0.353309505	0.34618064	0.333633214	0.038573569	0.037235393	0.088285082	0.117453991	0.462259199	0.085570415	0.109380972	0.038707886	0.04994497	0.398113193	0.344473132	0.527104719	0.479936032	0.419231254	0.282882415	1.128643278	1.205099339	0.666257383	0.896955342	0.603177923	1.499866735	1.532985667	0.552927303	1.624495869	0.770408788	0.786542861	0.531179509	0.303287132	0.838926972	0.9864994	0.696555189	0.672991768	1.499395655	0.429763148	0.487472682	0.702389501	0.59374861	0.568395963	0.568149373	0.4509868	3.091405292	1.774611978	1.123608618	2.702513158	0.928724242	0.69711177	0.739303295	0.667999561	2.330907446	1.418110775	2.694338141	3.290549724
SPERMIDINE	0.178673606	0.119606026	0.089916325	0.112105787	1.815424963	2.08799438	1.065830513	3.011702813	1.310530943	0.867903369	0.96921749	7.729926911	6.314742123	0.438311156	0.643408873	2.378799718	4.229252937	1.820661399	4.565035518	2.36519116	0.473168749	0.161640091	2.345319642	0.506842792	0.147837566	2.29122972	4.127942675	0.875700516	0.240783767	0.46282209	4.386837902	1.809921505	1.993644989	1.159861019	4.633938545	2.043170522	0.199537522	0.661930918	0.035115293	0.538631315	0.185955106	0.706266525	0.182589311	0.650650866	0.303038956	2.654579854	0.188558323	0.250771422	1.523073126	1.606267183	1.052940704	0.215435702	0.461682874	0.772465725	0.206653391	0.631593109
SPERMINE	0.352846353	0.034485983	0.13523309	0.154684536	21.41417732	22.462496	3.289295032	14.78024265	1.175787876	0.278621604	0.334517169	81.20982081	23.92603937	0.053413176	0.077438396	0.835363804	1.398560908	0.000480911	4.153597311	0.001838582	2.996766765	0.001394653	1.379364782	1.619028975	0.001606242	0.065206915	1.230794573	0.002154915	0.001545915	1.693087944	0.777314747	0.546732323	0.001550892	3.559130788	0.584402474	2.238981537	0.95550233	0.000761042	0.13035767	0.000876212	0.421263378	2.22392947	0.526594049	0.838499906	0.002559036	0.002376286	1.38797978	2.484251644	0.009315369	0.072004445	0.253461515	0.002138053	0.002200462	0.001810127	7.694145435	8.311277573
STACHYOSE	0.489040256	0.381292149	0.380273806	0.350530691	0.580398088	0.589644149	0.579230273	0.261656754	0.243152184	0.194558054	0.158100166	0.423146869	1569.50704	0.366209708	0.281829764	0.563144598	0.000537765	0.470653066	0.63035366	1.832964147	1.165858325	0.001177527	0.974876296	0.858913549	1.166210155	5.663023211	1.540823389	0.001819429	0.48382637	1.137104287	0.88144565	3.244978152	3.471140519	4.094998592	1.639059517	0.000783383	2.982636392	0.00064256	0.000785629	3.460380954	0.001135748	0.524427406	0.306465839	0.000655949	2.886010731	0.002006336	0.001847291	5.293043646	0.039822732	0.610062531	3.944632752	0.001805192	3.849796676	0.001528319	0.002561154	0.00207323
SUBERATE	8.33E-06	0.038299264	0.148503541	0.109260452	0.078240057	0.18791618	0.15955507	4.46E-06	0.039807205	0.067212596	0.025354863	0.088639186	0.126252032	0.18746944	0.188162027	0.606952777	0.505127835	0.462394794	0.277042477	2.031487866	0.403612253	0.564899882	1.06551278	0.573609313	1.360877907	0.886799278	0.495741841	0.699571866	0.07986986	1.056033036	0.072540183	0.30107619	0.599781642	0.769315194	0.551797977	0.491851485	1.472814621	0.266357452	1.846286196	0.262134696	0.489474217	0.573170794	0.462636645	0.489790146	1.11602561	2.49E-05	0.963123024	1.08542207	0.236944791	0.491556539	1.292055198	1.52245709	1.418375503	1.441794385	2.697959524	1.582234067
SUCCINATE	0.306106959	0.250699609	0.231134475	0.221940374	0.27905164	0.30139589	0.259279411	0.125994967	0.130861762	0.118598106	0.096340316	0.188930031	0.185411443	0.192144363	0.180218014	0.335406007	0.256575723	0.491338921	0.206609786	1.164054651	0.874721639	0.96122371	0.951456831	0.726737329	1.32180584	1.46036215	0.836298222	0.990472041	0.749780777	0.765854831	0.270471125	0.32925856	1.378905641	0.835885926	0.45027146	0.258033907	1.609127333	0.330596241	0.99744685	0.591518678	0.621905303	0.54125988	0.62297899	0.4493848	1.78336686	1.716250442	0.989641651	0.797655318	0.345526933	0.678345573	2.575264341	1.350797483	1.093893748	1.170250048	0.677642088	0.718073497
TAURINE	4.147809754	3.52766329	2.755905171	2.452567658	0.145043698	0.163245918	0.163065946	4.133496353	4.014666871	8.590849905	7.146980617	0.252685425	0.291558132	4.956691334	4.781490687	2.679656367	2.386447387	2.980705297	2.08876111	1.102753254	0.855497988	1.041748758	1.458497723	0.486877962	1.054624315	1.299286809	0.713498601	0.67886141	0.78116106	0.530893028	1.333631546	1.020259384	0.861181656	0.299877261	1.193857447	1.331868212	0.237073486	1.536263293	0.851766671	0.748311512	0.554419828	0.911153317	0.390703934	0.683950856	0.979368941	0.342232722	0.179051336	0.484822689	1.005095642	0.777632703	0.563887433	3.886546964	0.148232846	0.359350665	0.209071275	0.375032353
THYMIDINE	0.00226975	0.001769666	0.184493545	0.001626895	0.002693763	0.002736676	0.002688343	0.00121441	0.001128526	0.000902989	0.00073378	0.001963923	0.002123892	0.001699665	0.001308038	1637.9612	0.387029365	2565.612996	0.327787858	1.117221941	1.035311701	0.847466358	0.891944566	0.003986418	2.104069016	0.834380359	0.687907291	1.309443085	0.93938164	0.658136835	0.337491746	0.311247809	0.942405509	0.752648855	0.487367006	0.563800864	1887.811764	0.462450156	5529.993203	0.532433699	0.817397782	0.556289198	0.498366851	0.472086239	1.555008592	1.443959592	1.329495477	0.983467454	0.563633353	0.57084192	1.033977696	1.299196613	1.337119551	1.099930929	1.843262642	1.492103268
THYMIDINE-MONOPHOSPHATE	0.004879658	0.003804544	0.003794383	0.003497606	0.005791229	0.005883487	0.005779577	0.002610819	0.00242618	0.001941306	0.001577528	0.004222172	0.004566082	0.003654051	0.002812106	14.23452108	25.61354898	7.496712505	4.233950054	0.001412332	0.001308785	2.997278883	0.009727344	0.008570265	2.981702391	0.001054779	0.000869615	0.001655327	1.594683289	0.928608875	13.23788142	2.501259122	0.299923157	0.000951458	3.156556812	2.252482605	0.001933074	7.687960159	1.717712904	1.382228019	0.00103331	2.653435705	0.133820868	1.156712012	0.001965758	0.001825376	0.001680677	0.001243247	1.259880074	0.125304561	0.001307099	0.001642374	0.001690315	0.001390473	0.002330153	0.001886237
TRANS-CINNAMALDEHYDE	54.63275767	31.63551003	28.01757299	27.74073476	46.12458385	50.52529349	40.62092248	14.27711089	16.56350419	9.756982429	11.84440737	35.3058719	40.54034369	24.30227684	22.26172999	0.494150721	0.434321366	0.336126129	0.411544271	0.829827627	1.223431398	0.946740975	2.716698769	0.280264525	0.003036707	1.135306499	1.087472798	1.46497472	0.756593704	0.739395089	0.404134438	0.417827215	1.077439023	0.800366986	0.756120042	0.646879204	1.380413907	0.589212414	0.91154618	0.61348468	0.986662609	0.773591358	0.693705572	0.689544496	2.391404235	1.459529302	1.69660343	1.313013623	0.679714129	0.813968188	1.331148198	1.681078529	1.65496944	1.462476881	2.868498126	2.208764322
TRIGONELLINE	0.379779028	0.271572841	0.324853965	0.190770517	0.668112111	1.661219445	0.575371291	0.506196312	0.525970258	0.800894351	0.580517293	0.659047964	2.203089681	0.431652264	0.267754446	1.172947296	1.074460752	1.599395133	1.332138285	1.068299388	1.338869348	0.592831264	0.802481848	0.809456132	1.388062019	1.707744199	1.013861509	1.149419902	0.539656363	0.700782323	0.980233372	1.251841964	1.134147116	1.174582759	1.146079797	1.20832354	0.771525671	1.267748736	0.860786007	1.205589837	1.015927775	0.975807495	0.85402838	0.946482753	0.935243138	0.654801481	0.900458953	0.862711258	0.746248065	1.019870192	1.051201596	0.551837278	0.864273003	0.803676152	0.765211937	1.070352622
TRYPTOPHAN	0.049965373	0.288675783	0.035498236	0.036594315	0.026171616	0.03218395	0.150773232	0.0247918	0.020734672	0.052418775	0.026163842	0.03324646	0.014121193	0.062613131	0.023489642	0.581940908	0.270360409	0.231535508	0.398589944	1.912634247	0.55579995	0.531565803	1.740079843	0.508919877	0.75100028	0.655469652	0.379204954	0.461770456	0.496729793	0.702998556	0.184937878	0.150387372	0.729644055	1.547476078	0.208704948	0.284341924	1.200466464	0.142588661	0.355535287	0.303792907	0.315416915	0.179677812	0.501789672	0.345243701	0.832945343	1.136736855	0.465787439	0.856061765	0.199359603	0.417292439	0.731461886	0.77515695	0.72154532	0.695428525	0.763813122	0.810483852
TYROSINE	0.039582449	0.194462352	0.024146383	0.029342414	0.008006602	0.027529778	0.050463705	0.019165415	0.022207247	0.019504255	0.01487219	0.013012502	0.041050139	0.071620714	0.010399773	0.56078135	0.244241438	0.217043051	0.424067218	1.724342672	0.903831862	0.371825466	1.50635041	0.701728948	0.791920643	0.626305018	0.349944791	0.272202573	0.282931548	0.539632553	0.174930557	0.193153038	0.580537729	1.955949951	0.184167994	0.21030409	0.844309571	0.142029071	0.182400939	0.188171996	0.17216028	0.17163372	0.303362218	0.325931652	0.730046831	0.827006752	0.292592415	0.606388835	0.141750712	0.498232032	1.314119864	0.524653854	0.837808182	0.497366904	0.62538032	0.752030205
undecanedioic acid	2.38E-05	1.86E-05	0.196373398	0.064749818	0.019121362	0.575854092	0.083542006	1.27E-05	1.18E-05	0.111442048	0.011738669	0.058811559	0.05295511	0.298260438	0.115774213	18.48605725	22.19155354	14.05032169	0.000179224	2.998970556	0.000566076	0.000463368	0.667176893	0.412475949	1.920347158	0.000456213	0.000376126	71.87902034	3.198853749	0.000359849	0.00018453	0.000170181	0.000515278	0.000411525	0.000266477	0.000308269	0.000836093	0.000252853	0.000309152	0.000291118	0.000446927	0.000304162	0.000272491	0.000258122	0.00085023	0.000789512	0.000726926	0.000537729	4.517325504	0.000312118	0.000565347	0.00071036	0.000731095	0.000601408	0.001007838	0.000815835
URATE	0.088439674	0.086075949	0.098548097	0.006487446	0.020917461	0.036794857	0.094061018	0.048581375	0.047600713	0.087519645	0.090213157	0.069960806	0.076981684	0.064090595	0.031971945	1.155480466	1.193454611	1.17252704	1.229100333	1.202056271	0.667814426	1.130129302	0.987044139	0.454476407	1.558479455	0.998298865	0.613813145	1.564992163	0.38965276	0.830056464	1.38752082	1.007656486	0.749733954	0.684758765	0.771633182	0.891935081	0.919114832	0.586562306	0.488480996	0.425569321	0.380436425	0.445405768	0.447567804	0.531194889	0.832186106	1.032787416	0.433798422	0.957516975	1.092197458	1.364120727	1.733341912	13.60921339	0.907396775	0.560070274	1.996045556	1.089518106
