Group	BM-BFUe	BM-BFUe	BM-BFUe	BM-BFUe	BM-BFUe	BM-BFUe	BM-BFUe	BM-CFUe	BM-CFUe	BM-CFUe	BM-CFUe	BM-CFUe	BM-CFUe	BM-CFUe	BM-CFUe	BM-S1	BM-S1	BM-S1	BM-S1	BM-S1	BM-S1	BM-S1	BM-S1	BM-S1	BM-S1	BM-S2	BM-S2	BM-S2	BM-S2	BM-S2	BM-S2	BM-S2	BM-S3	BM-S3	BM-S3	BM-S3	BM-S3	BM-S3	BM-S4	BM-S4	BM-S4	BM-S4	BM-S4	BM-S4	BM-S5	BM-S5	BM-S5	BM-S5	BM-S5	BM-S5	BM-S6	BM-S6	BM-S6	BM-S6	BM-S6	BM-S6
BENZOATE	0.128062417	0.1164286	0.094481034	0.305613909	0.186660833	0.190415546	0.090857541	0.007242141	0.08643113	0.099894822	0.045919756	0.108980595	0.126828828	0.140467629	0.100497743	0.670870437	0.497515304	0.435070376	0.288770195	1.668095501	0.576292437	0.755612062	0.866275611	0.714035701	1.419688688	0.571268244	0.575857461	1.5490674	0.303791995	0.642844055	0.18494717	0.198986591	0.602987634	0.502603872	0.37246847	0.417799408	1.590454586	0.417861531	0.591776525	0.369681795	0.602377092	0.420575099	0.506673119	0.464395833	1.281762509	0.525117133	1.158587296	0.898649383	0.633923085	0.348975654	0.9751442	1.068638998	0.55408505	1.222414397	1.676408163	2.168173882
BENZYL ALCOHOL	3.654181781	4.414369749	5.371609818	5.682782533	8.948687149	52.18218435	5.84853013	11.84522728	13.39313628	7.047393868	5.794711021	6.906867805	5.469398107	2.292640787	2.462150234	3.973834901	0.109202084	1.798318639	0.000649742	0.00221456	2.996105589	0.00167985	1.132165494	1.194880815	0.672953691	3.987503699	3.770293274	0.40407167	0.001862045	0.001304561	0.000668977	0.250507744	13.26219833	2.283500009	0.00096606	0.001117568	4.509657014	0.00091667	0.001120772	1.071380627	0.001620248	4.771967395	0.06615653	0.369574366	36.16164733	2.284032897	20.1729224	4.17239962	0.001117236	2.894519308	21.26719986	0.002575271	8.831547158	9.713437865	16.65756466	4.499420431
BETAINE	5.64E-07	4.40E-07	4.39E-07	4.04E-07	6.69E-07	6.80E-07	6.68E-07	1.062592734	2.80E-07	0.48004103	0.936496017	4.88E-07	5.28E-07	4.22E-07	0.111332456	1.118176812	1.205307656	1.219587502	1.059485097	0.53154317	0.945965201	1.522491629	0.773191763	2.226806892	1.34E-06	1.07767593	1.614505212	1.503769193	1.990815008	1.639960593	1.412418832	1.624326482	1.154426002	1.093851574	1.468917559	1.688842255	1.520795882	1.569653166	1.176304149	1.602709	1.661695348	1.779798502	1.832738645	1.629621512	0.768220949	1.517306036	1.218062314	1.552149421	1.817811742	1.662086329	0.654547864	0.907782978	0.83499508	1.052849611	1.041588513	0.979423049
BETAINE ALDEHYDE	0.176430731	0.139635316	0.226171136	0.236835712	0.24379085	0.22841276	0.190876393	0.128800187	0.166051775	0.113612456	0.118578736	0.137458406	0.140764945	0.107619313	0.128056833	0.868914011	1.005544642	0.614415539	0.957868297	0.999286147	1.319727683	0.68098617	1.078541684	0.920814009	1.000644308	0.718486117	1.909168223	0.866307191	0.412137431	1.115925614	0.422346119	0.529078742	0.648309134	0.325921843	0.779983146	0.533774713	0.847963124	0.405627283	0.734224763	0.702115052	0.805341121	0.415901144	0.508577195	0.745262613	0.000207747	0.469596776	0.747346923	0.588040218	0.281415373	0.3495342	0.958040892	0.50442702	0.983013079	0.431057548	1.210417547	0.470685799
BIS(2-ETHYLHEXYL)PHTHALATE	0.489040256	0.381292149	0.380273806	0.350530691	0.580398088	0.589644149	0.579230273	0.261656754	0.243152184	0.194558054	0.158100166	0.423146869	0.45761358	0.366209708	0.281829764	0.432200001	0.387029365	0.292227768	0.327787858	1.117221941	1.035311701	0.847466358	0.974876296	0.858913549	1.166210155	0.834380359	0.687907291	1.309443085	0.93938164	0.658136835	7047.17739	0.311247809	0.942405509	0.752648855	0.487367006	0.563800864	1.52915367	0.462450156	0.565417255	0.532433699	0.817397782	0.556289198	69345.76092	0.472086239	1.555008592	1.443959592	97386.0209	0.983467454	0.563633353	0.57084192	1.033977696	1.299196613	1.337119551	1.099930929	1.843262642	1.492103268
Butyrylcarnitine	0.157277152	0.111908306	0.045803645	0.055330866	0.076949756	0.051604861	0.07695503	0.337489337	0.279483852	0.365023887	0.35212811	0.264593153	0.232880161	0.123694491	0.10582245	2.845186958	3.450804058	5.073625825	1.954294918	0.52409267	1.047273976	1.428633354	0.500839708	0.718672648	1.780487645	1.686702039	1.902929769	1.672352839	1.825681017	2.074470001	4.620361606	5.655684398	1.806233868	1.163618781	3.514111107	4.405197748	1.674562236	7.078268226	1.706873808	2.95387269	2.431141689	3.781158536	2.431068929	3.963467588	0.451887962	0.883886745	0.682896242	0.762419365	2.789789994	2.683253544	0.309076296	0.304875177	0.474801469	0.515562494	0.340155757	0.688807875
CDP-ETHANOLAMINE	0.240574521	0.202404921	0.320414901	0.293601133	0.203521081	0.059930997	0.183252777	0.535619498	0.530837359	1.336634526	1.121962995	0.32340358	0.320042299	0.317164515	0.299255671	3.176105131	2.548175672	2.238989787	3.952352692	1.081988186	0.728970019	1.189041795	0.726057473	0.570529975	1.703412552	0.579485547	0.454148329	0.665905935	0.542285257	1.154041817	0.662165711	0.874139659	0.752831576	0.291777425	1.563821805	1.380607918	0.601525316	1.169409104	0.840559237	0.892765309	0.861552411	0.720709665	0.623467398	0.830416167	0.184366641	0.285139289	0.13075828	0.17846002	0.522422265	0.335444986	0.077678232	0.219575051	0.137375559	3.46E-05	5.79E-05	4.69E-05
CITRAMALATE	1.083844041	0.942669769	0.990075559	0.96368043	1.232694592	1.399336473	1.298223048	0.584966149	0.577881539	0.564960891	0.360030166	1.081765585	0.998567809	0.841946357	0.741647812	0.161943989	0.091292159	0.320502932	0.233658447	1.483698113	0.944438673	0.571863213	0.978314184	0.833170269	1.188515546	1.747086042	0.586979332	0.11634783	0.530911119	0.314829178	0.317001657	0.4164661	0.382974788	1.082394249	0.281829947	0.000155386	0.594221352	0.263771292	0.625799418	0.730762756	0.401749989	0.171939249	0.658535389	0.205078262	1.473324374	0.000397962	0.496747095	0.000271048	0.167465984	0.374498006	1.557219591	0.439339595	0.502959118	0.618945858	0.000508011	2.105164688
CITRATE	234.5233579	224.303705	228.5501873	237.4108687	319.8024437	303.7971955	323.4610553	129.5678012	134.1604408	111.6258709	103.0982139	223.6152964	223.0747808	194.853847	194.9433541	0.624190726	0.681007447	5.680358571	0.933695453	0.186773687	0.790775407	2.022450906	0.300492685	0.42306688	2.276440435	0.858575438	0.911363122	0.437704921	1.005078826	0.622266332	0.677089354	3.383101212	0.976436976	1.659239813	0.545022312	1.04399102	0.487585448	0.739498186	1.833754812	3.20174079	1.629217619	1.38398135	1.207660415	2.749466179	2.811565182	1.653863313	1.78086197	0.244506865	9.931259813	2.183988801	1.197126741	2.093234238	1.618862861	0.826986866	4.936643157	1.650192505
CITRULLINE	0.51499229	0.526712168	0.074486473	0.062308003	0.025021019	6.67E-05	0.002574977	0.052799128	0.06420174	0.026019644	0.012306542	4.79E-05	5.18E-05	0.368284522	0.033930902	0.199475896	0.267038379	0.142922216	0.500849992	1.262614285	1.245660383	0.491725332	0.493850395	0.367854015	2.13829559	0.464433155	0.254795646	0.506098394	0.314909075	0.982208282	0.187507526	0.151917512	0.369711366	0.37925188	0.204062796	0.384394537	0.491718251	0.111353546	0.171155836	0.21201913	0.349400295	0.127591561	0.344252248	0.117948446	0.900727931	1.767652766	0.431381319	1.028320923	0.130235986	0.09782771	1.297963259	0.313742834	0.945911116	0.55329523	0.515380897	0.586193576
CREATINE	3.034538702	4.695223266	3.088346813	3.216327221	4.548782183	5.335596503	6.175000637	4.865347672	4.975893098	5.022404349	4.937840569	5.63333668	4.862403263	4.840140504	2.951343899	0.423514183	0.793382459	0.688742972	0.67344646	0.537264438	0.815044163	1.647691398	0.464012626	0.305190803	2.230796571	1.171496887	0.964330762	0.791847647	0.750529416	0.60462086	0.55965769	1.036933508	0.688977188	0.772510685	0.329427659	0.318755497	0.346481562	0.329604017	0.878978469	0.836342448	1.937160925	0.443168611	1.491352868	0.834708564	1.518632347	0.630505054	1.137076689	1.597461128	0.382878958	0.535769258	1.160186431	1.700585528	0.559402838	2.624883718	0.750656693	1.86304157
CREATININE	0.106307822	0.125564571	0.159050516	0.117174298	0.271114419	0.423220271	0.459805724	0.188680591	0.175020113	0.110126978	0.096393393	0.193177382	0.216680535	0.229951156	0.111436074	0.171240996	0.30464284	0.406991864	0.32274618	0.648238293	0.975682736	1.37607897	0.571587289	0.531496314	1.896916397	1.098265848	0.632304428	0.953503077	0.924257192	0.680870546	0.172642345	0.203438818	0.783899655	1.423912082	0.157520443	0.225277189	0.839110672	0.149986977	0.852654847	0.790500848	1.297907994	0.266427477	2.224171651	0.547827556	1.624693282	0.916189936	1.37702073	1.031384517	0.191468337	0.397363048	1.199185845	2.104801393	0.623519558	1.074714673	0.799054931	1.343607584
Cyclic ADP-ribose	0.245295604	0.209247398	0.095493031	0.111510569	0.357666235	0.408221887	0.422374883	0.235412576	0.209893705	0.47333849	0.477490827	1.110206034	0.919085044	0.165874725	0.18487793	1.496189168	1.649373309	2.612596644	1.919743643	1.806269043	0.660561129	0.533169828	0.718323182	0.744732834	1.536943984	0.885925408	1.251774616	1.09616486	0.70535273	1.82991824	1.395150213	1.745233548	0.856678363	0.316253969	1.223360308	0.95702603	0.568575686	1.428139247	1.262757505	1.111362299	0.788989159	1.208760315	0.775695091	1.41192493	0.461953461	0.936566418	0.673654235	0.488209556	2.050457449	1.293988382	1.122433885	2.046620949	1.240398391	2.00335533	2.007092772	2.440236273
CYTIDINE	3.147192159	4.899701412	4.160646839	5.031193948	1.642929338	2.4013523	2.843718434	3.983275416	4.55393706	5.183534025	4.380429663	1.9449728	2.302411224	4.605959569	3.670862457	0.963805497	1.545982576	1.101594181	1.563618104	1.454028141	0.922514929	0.62345693	1.462306839	0.726596001	0.81109716	0.410667416	0.249037007	0.381513184	0.448388364	0.300154192	0.212356185	0.225191148	0.431417857	0.650833781	0.707621707	0.356505566	0.404288957	0.409154588	0.691762759	0.462265121	0.578399549	0.665578073	0.228774993	0.39821606	0.762346393	0.528205489	0.683769904	0.617529756	0.457627867	0.55048936	0.545427008	0.705703933	0.575096276	1.086735794	0.414841943	0.664184634
CYTOSINE	0.394547709	0.155197565	0.174500187	0.298206324	0.21041317	0.0001266	0.126154842	0.596943708	0.403145174	0.942032052	1.388059702	0.23864945	0.290349387	0.443371951	0.411489881	0.329391311	0.249685042	0.227333912	0.303201637	0.826422942	1.153339593	1.020237464	0.713305359	0.572117446	1.714577195	0.773241344	0.675312955	0.979044787	0.422408743	0.393436565	0.379592292	0.560624674	0.703546828	0.898095487	0.38301499	0.401720151	1.195207103	0.349755041	0.621331898	0.712814002	1.417575751	0.642005208	0.82297878	0.845701856	1.057552715	0.723482745	2.048960284	0.729999589	0.455325711	0.754060935	1.280803085	1.269651267	1.205615692	1.224212779	1.558165372	1.156326251
D-ALANINE	0.164457558	0.30999212	0.087050554	0.069287125	0.000150719	0.00015312	0.000150416	0.262875521	0.281540401	0.655478656	0.482118039	0.032526936	0.031037967	0.45589172	0.425992433	1.975112407	1.716538832	2.789814417	1.76518043	0.863795336	0.943525824	1.19267884	1.462282819	0.5284135	1.009303681	1.135278334	0.628263305	1.063266881	1.602095036	0.437845567	1.142114575	1.248843898	0.868902977	0.774603023	1.672379611	1.982041722	0.065637551	1.732473591	1.713149962	2.412526121	0.880471901	1.040722802	0.795978714	1.033712834	0.60060243	0.856953598	0.121105147	0.719468751	1.476869285	0.994487532	0.265135196	0.074038891	0.472562253	0.12382989	0.229733332	0.286794149
DEOXYCARNITINE	0.999519866	0.961155269	0.954253161	0.874065341	0.972432816	0.295553094	0.738539125	3.129766148	3.239428165	5.110881423	4.840281648	3.1674453	3.048633938	1.248689799	1.095833703	0.002324908	0.016676384	0.172605033	0.000212779	1.641710866	1.357739012	0.000550122	0.124580213	0.405239579	2.470180208	0.837196255	0.499296282	1.262783149	0.625885971	0.153807578	0.000219079	0.000202043	0.370834496	1.050192018	0.000316368	0.019906003	0.381717189	0.000300194	0.711951135	0.485686734	0.437698351	0.000361108	0.522452284	0.234149708	0.937250239	0.000937329	0.665407387	0.609888847	0.007392133	0.000370555	1.66847267	1.678595753	0.184471737	0.766182375	1.941488373	0.563896124
DEOXYCHOLATE	5.504426372	4.851292721	2.695291174	1.398448114	5.680039621	2.889721942	7.873355387	3.359056767	2.237527111	1.355054802	1.795291633	23.63758959	171.0091788	2.082784757	2.831735684	4.990112742	1.091848504	5.922511863	0.55380391	1.385518309	0.485118979	1.129362712	1.56718895	0.003724929	1.429086121	1.257027404	1.170553694	3.088163131	2.062999751	1.255795387	0.298374672	0.60944272	3.598740876	1.005473537	0.864463498	0.457913589	19.47767661	2.388076667	7.926445601	1.431672757	0.60042492	6.181395514	0.41783627	0.564807467	1.738801163	0.742899801	2.529963085	6.299684919	9.583233917	2.883409186	2.129515346	2.305827672	4.80375958	6.652117925	3.725103648	6.872815322
DEOXYCYTIDINE MONOPHOSPHATE	1088.756434	1185.769968	737.8262518	0.350530691	0.580398088	0.589644149	0.579230273	69.90356413	62.78250186	45.39574433	117.3530105	0.423146869	0.45761358	341.4228041	0.281829764	0.000245617	0.000219947	0.000166072	1.626413539	0.000634911	1.264255145	1.735109943	0.974876296	0.858913549	1.166210155	2.095922247	0.418969324	0.00074415	2.515314952	5.09191831	0.442224605	0.710167709	2.636406774	1.681689619	1.068906155	1.88137609	0.690555772	1.860175203	0.137204117	1.302910094	1.179582459	1.18238718	3.243378968	0.846533818	8.394325168	4.484442593	2.383060192	2.653849509	2.425478459	1.368383258	4.798884284	9.489595168	2.646198544	0.000625085	0.001047517	0.000847955
DEOXYGUANOSINE-MONOPHOSPHATE	0.208537788	0.167786073	0.096889381	0.092467491	0.173706847	0.184605584	0.004052188	0.158072056	0.126701774	0.117734471	0.12079397	0.177177237	0.152528905	0.097193423	0.149992965	2.162181761	5.898168527	1.513348546	2.994915897	0.724264727	0.551460989	1.724274284	0.301787084	0.296447325	2.401765592	0.923798447	0.821294873	0.344604834	0.899050063	2.306267622	4.760362106	0.847770762	0.376496348	0.30715439	1.505730989	1.386851278	0.370414609	1.503215031	0.608174745	0.955101368	0.369374105	1.751573681	1.221890516	1.474213056	0.650725331	4.22E-05	3.88E-05	0.018316085	0.700586702	0.413145974	0.325337136	0.063419262	3.91E-05	3.21E-05	5.39E-05	4.36E-05
Dimethyl adipate	8.46E-06	0.049683431	0.175279227	0.094899039	0.050811503	0.21002167	0.138341059	4.53E-06	0.033146584	0.056669616	0.019007135	0.101498742	0.122893843	0.182916395	0.1763914	0.593545144	0.494744952	0.456009679	0.282606854	2.026685724	0.485703569	0.487610707	1.056391287	0.563994435	1.379614278	0.88965327	0.555034987	0.721935412	0.05680876	1.076776304	0.102982542	0.316376675	0.579425352	0.841035253	0.563341056	0.498028097	1.512773267	0.257283621	1.898340595	0.210566303	0.511121966	0.61737957	0.468153701	0.540090593	1.280385609	2.57E-05	0.982049529	1.093543676	0.182304945	0.486035959	1.315906281	1.481863093	1.446631361	1.468661955	2.756199638	1.619997536
D-MANNOSAMINE	0.170584917	0.141448891	0.12749602	0.140252484	0.034362042	0.028137425	0.023303642	0.059217067	0.055563003	0.086373063	0.038166686	2.23E-05	0.005921676	0.222021385	0.09127135	0.050171841	0.205685832	0.284107778	0.101147541	0.562724185	0.649643873	1.787631942	1.045379565	0.713092227	1.241528208	0.985127288	0.327389929	1.694937995	1.675193249	0.410370714	0.147666266	0.07175615	0.735001919	0.656885671	0.152437769	0.059273818	0.311929557	0.068830622	1.240336393	0.581971183	2.31525937	0.382393679	1.579285442	0.322138819	10.76453218	1.90018264	1.424350644	1.302065798	0.308121414	0.284648095	1.012548324	4.347227819	0.917560615	4.240244342	0.749810383	1.784362672
D-ORNITHINE	0.024219598	0.06010494	0.042235794	0.025643696	0.002513766	0.0001167	0.015910724	0.001749752	0.011659371	0.008812156	0.008530766	0.013708252	0.005315874	0.04691059	0.012317151	1.256839027	1.963674073	0.490106775	2.569229698	0.001389345	1.463339625	1.535271029	1.764098828	0.854438892	0.38146228	2.132492505	2.305282893	0.001628386	1.837262194	2.15591296	1.394594349	0.588050979	1.070947298	1.677010864	2.677829921	1.391936197	1.446107912	1.266897242	1.416402137	2.025678438	1.007005442	1.270002779	1.511828716	0.958201965	0.735629139	3.803329582	0.76598781	2.876636529	1.544365369	1.095471487	2.662633905	1.479181345	1.862109354	0.001367843	0.002292229	0.001855537
D-RIBOSE 5-PHOSPHATE	3.76E-05	2.94E-05	0.158982795	0.188728479	0.919323709	0.920037969	0.862826763	0.055314023	0.072855939	0.087144777	0.088538142	1.296659982	1.5666586	2.82E-05	0.083031678	0.418875705	0.539882248	0.163765182	0.545318944	1.298449978	1.323439347	0.378110674	1.92036168	0.759958026	0.319680295	0.643087414	1.11547729	1.055993066	0.584133392	0.872758281	0.543025647	0.268610991	0.948364008	0.882395188	0.728579134	0.634192825	2.924324978	0.499975526	0.356392875	0.357534621	0.277213251	0.441381778	0.415947307	0.241179492	0.846206818	0.918179536	1.324249886	0.779727076	0.639898422	0.587503465	0.973117165	0.849554014	1.003941449	0.597764987	1.333345942	0.96589857
ETHANOLAMINE PHOSPHATE	6.237732788	4.812339301	4.146680504	3.634021766	0.328869728	0.20297181	0.13549732	4.909477755	4.527383335	8.022558449	6.87374484	0.509604828	0.438918805	6.523173366	5.758076214	3.089340549	3.005105079	2.762094958	3.783743541	0.858076047	1.087703923	1.05422003	1.671469496	0.802764189	0.525766315	1.514848698	0.737612498	0.049451542	0.915439232	0.446925204	1.257400635	0.887844699	0.654675015	0.374621779	1.236450299	1.259964634	0.000829888	1.298661472	0.37111644	0.572908455	0.464951864	0.749450948	0.356654527	0.576531677	0.620362374	0.169342174	0.000721531	0.249318156	0.568037158	0.308517671	0.229485569	0.000705088	0.160235698	0.000596944	0.001000358	0.00080978
ETHYLMALONATE	0.860947541	0.742477378	1.04429373	0.808403305	1.136736211	1.283810879	0.973126381	0.433212703	0.508792484	0.428403906	0.386415453	0.885752786	0.813722096	0.638650869	0.632038062	0.217273146	0.16501497	0.144071634	0.295279949	1.113298518	1.111816181	0.774885302	0.724716728	0.75177223	1.523511041	1.185686117	0.550562042	0.95477923	0.275268937	0.238974804	0.217775243	0.354742723	1.162618959	0.827229257	0.280778529	0.378211815	1.577434418	0.349279992	1.282825121	0.455025345	0.528190066	0.584050274	0.668450684	0.297024179	1.11645457	0.000116411	1.183187294	1.026684209	0.467847201	0.931334106	1.245271135	2.14548436	0.812435841	0.539988372	1.109504053	0.762828093
FRUCTOSE 6-PHOSPHATE	0.525806254	0.460819378	0.285964085	0.341285036	0.000208298	0.000211616	0.000207879	1.017846579	1.005420725	4.399959648	2.317590382	0.214267394	0.273208594	2.723313927	2.337006534	1.936082962	2.556535123	2.112375171	1.598150372	0.265772513	0.776779512	1.957447975	0.485020173	0.294127689	2.220852139	1.481724003	0.831732747	1.072709258	1.912430009	0.893506384	2.340928291	1.811986422	1.196626928	0.611558274	2.103786883	1.705225838	0.123143033	2.110680017	1.808725222	2.756536875	1.772418568	1.546443772	1.170648898	1.550260403	3.918418343	1.905701395	0.677130982	1.177949844	1.657934074	2.050271226	0.823077636	1.252570118	1.69491184	2.059545734	0.356300444	1.580898948
FUMARATE	0.395917315	0.304496892	0.038458865	0.001875208	0.191518757	0.003154375	0.003098665	0.320336363	0.964230586	0.313212811	0.613909111	0.002263677	0.002448061	0.001959085	0.001507684	0.002077551	0.00186042	3.878462077	1.148068403	0.005370398	0.004976662	2.989652941	1.175341775	0.62374154	1.200916684	2.370024575	1.024614626	0.00629439	3.634983096	1.579361565	2.998939619	6.696371771	3.62660422	2.641076563	5.093563135	0.736300176	0.334559644	8.089761674	1.558653678	3.659791785	0.619218359	0.856124767	2.557721418	1.431139652	0.007474804	1.421250104	0.00639078	0.27194139	2.755998785	1.186517916	0.004970249	2.654916872	7.651024765	0.005287281	0.008860418	0.007172423
GALACTITOL	3.271107731	2.90033224	3.900332372	3.451630771	0.018797554	0.020437243	0.027216907	0.905644348	4.281415105	0.943812226	1.104437876	0.014637621	0.020240648	2.91893524	3.76621876	0.484653312	0.348932491	0.294789222	0.242620426	0.947544193	1.384562633	0.667893174	2.523639089	0.234714905	0.241646006	1.867720641	0.747863249	1.020952912	0.830369296	0.798074941	0.333838551	0.433948355	1.620327278	0.97292016	0.798063321	0.670735714	1.017674161	0.661854712	0.514599085	0.644236805	0.375324734	0.576707599	0.639436813	0.431275625	3.4414294	2.021360616	1.318820704	3.784403285	0.882917349	0.870366822	0.79560027	0.553792057	4.298938516	0.411503974	3.628229529	1.535524773
GALACTOSAMINE	0.171343851	0.142470659	0.127824118	0.140699592	0.041160258	0.028136599	0.023181036	0.059405582	0.055739885	0.086604917	0.038328856	2.24E-05	0.005940528	0.22271726	0.090045586	3.52E-05	0.288588483	0.314122016	2.67E-05	0.574042502	0.718910078	1.70704742	1.040691369	0.713828078	1.245480553	0.983131897	0.311119563	1.716490832	1.696754026	0.648703059	0.173395424	2.54E-05	0.786181148	0.50964383	0.221908649	4.59E-05	0.000124562	3.77E-05	1.200025895	0.650251993	2.153862638	0.395817505	1.443573312	0.330220455	9.671195732	1.924933132	1.403927123	1.322486117	0.405730121	0.301095632	1.004717252	3.995978818	0.959696928	3.820212148	0.96276243	1.92870257
GLUCONATE	0.991664565	0.817517907	0.598461837	0.479484011	0.009864367	0.044229006	0.061182641	0.297755021	0.27308851	0.359653221	0.287920117	0.003088343	0.798947803	1.411914959	0.515174315	0.185975366	0.1387425	0.727514796	0.253334577	0.343486393	0.741046481	1.915467126	0.317387507	0.295713378	2.386899116	1.184662302	0.824632762	0.914338397	1.649727932	0.55643889	0.369532881	0.782341259	1.174647162	0.971031421	0.444565951	0.728745713	0.552742476	0.620814314	1.214711569	1.084595513	0.690000157	0.632631532	1.500860925	0.648536638	2.166668023	1.664957889	0.944387085	1.571973519	0.838133036	1.120697564	1.564589157	2.313318979	1.082352359	1.407489325	0.74630226	1.315494238
GLUCOSAMINE	0.171343851	0.142470659	0.127824118	0.140699592	0.041160258	0.028136599	0.023181036	0.059405582	0.055739885	0.086604917	0.038328856	2.24E-05	0.005940528	0.22271726	0.090045586	0.059205974	0.225168496	0.304912678	0.098695607	0.596917487	0.630284127	1.772798386	1.040691369	0.713828078	1.245480553	0.95431798	0.3627819	1.779556569	1.672063382	0.557835017	0.143535457	0.069933534	0.745100445	0.664374573	0.161307591	0.061309693	0.379395508	0.066120587	1.23697304	0.58178863	2.14980441	0.360924686	1.510738462	0.310361175	10.18197393	1.849623949	1.357146335	1.338449826	0.313944468	0.276912514	0.968469839	4.350777068	0.910339794	4.411760649	0.796429621	1.909177296
GLUCOSE 1-PHOSPHATE	0.526259529	0.448255816	0.288864691	0.355316186	0.000203642	0.000206886	0.000203232	1.012632992	0.993514237	4.344122282	2.290620575	0.220335472	0.278603867	2.670874866	2.308132652	12650.68873	15425.3108	12164.66891	10074.31822	1.117221941	1.035311701	0.847466358	0.52216602	0.332681156	2.145152824	0.834380359	6144.421284	1.309443085	0.93938164	5634.023485	14337.82028	10732.8259	0.942405509	3663.663184	11787.94871	8895.890779	1.52915367	13185.77032	0.565417255	0.532433699	0.817397782	0.556289198	0.498366851	0.472086239	1.555008592	1.443959592	1.329495477	0.983467454	0.563633353	0.57084192	1.033977696	1.299196613	1.337119551	1.099930929	1.843262642	1.492103268
GLUCOSE 6-PHOSPHATE	0.524096781	0.465166296	0.287653829	0.344225124	0.000207655	0.000210963	0.000207238	1.019782465	1.006906094	4.421117594	2.330419483	0.225280612	0.278393134	2.72305886	2.339828387	23.20450315	29.30833237	22.62517034	19.20323832	2.996376763	0.001992364	0.001630873	0.483003023	0.294901844	2.222095133	0.00160569	10.38143537	0.002519906	0.001807756	10.82830472	27.20509944	20.24851802	0.001813575	7.216844905	26.0829585	20.25800881	1.817404018	25.65907366	0.001088095	0.001024621	0.001573009	0.001070529	0.000959062	0.000908488	0.002992474	0.00277877	7.936059999	0.001892595	0.001084662	0.001098534	0.001989797	0.002500187	0.002573166	0.002116718	4.590894643	0.002871419
GLUTARATE	0.002564179	0.001999224	0.001993885	0.001837933	0.003043194	0.318388296	0.003037071	0.001371942	0.001274917	0.096427203	0.000828965	0.002218681	0.0023994	0.988201483	0.001477714	0.000309014	0.000276718	0.041839829	0.201135664	1.791276798	1.20811728	0.000605921	0.005111557	0.004503531	2.990384913	10.73153489	3.701335216	0.000936225	0.000671639	4.721717976	1.270298531	0.000222536	8.172658378	6.326292471	0.000348458	0.000403106	2.880745108	0.000330643	6.970938446	0.000380679	0.648866867	2.786143899	3.400398288	0.000337532	0.925756594	0.001032402	1.38729688	8.91988703	0.000402986	2.698010004	1.649247198	3.999948064	20.20680474	2.269984771	0.001317896	0.001066824
GLUTATHIONE REDUCED	0.778715187	0.283953908	0.003766825	0.003472203	0.005749168	0.005840755	0.0057376	50.17162465	21.85475408	137.5656484	98.93848608	3.092709279	0.904573338	0.003627512	3.032049392	4.463512577	8.183972331	10.94067619	8.615106771	1.227238706	1.015316261	0.757445033	0.009656695	1.426935179	1.563408126	1.225190741	0.984218729	1.577009767	0.872593148	1.134214505	14.62607415	1.45891514	1.640835046	0.850653148	2.695845987	1.760442435	1.025021692	2.858499317	1.591473376	1.335700434	0.85806751	1.240746444	0.722413613	1.514529636	0.674712415	1.882288538	0.638363003	0.069260791	2.034333754	1.354315939	2.149517099	1.01162437	1.026929875	0.625722527	0.98358787	2.134825567
GLYCERALDEHYDE	0.109873793	0.136259092	0.115143839	0.09074526	0.071176323	0.071431466	0.139260142	0.046108322	0.046632379	0.060833147	0.041943159	0.075660821	0.070806468	0.17709546	0.083307289	0.573207267	0.366700238	0.438726506	0.304599562	1.334956381	0.859917598	0.805126021	0.973114397	0.671782602	1.355103	0.85911424	0.477047532	0.940447976	0.78278091	0.877401715	0.256756408	0.269562751	1.024619822	1.180083684	0.458218301	0.483585211	0.974864448	0.411586243	0.610463998	0.518861727	0.797606587	0.538215153	0.728205843	0.545345877	1.014343001	0.949624775	0.699381447	1.113802602	0.445509838	0.65840502	0.979497928	1.360189659	0.991326455	1.29013196	1.082541945	1.22262259
GLYCERATE	0.19350445	0.213458945	0.202888973	0.20289604	0.287837455	0.298604958	0.182280251	0.057409729	0.105201732	0.090653195	0.054274887	0.161561232	0.174394083	0.203996842	0.118578749	0.4666529	0.648245555	0.515271413	0.443907637	0.902314128	0.887656393	1.210029479	0.990985798	1.091388225	0.917625978	1.662062476	0.619388994	0.873566467	0.956939737	0.538609049	1.109276474	0.737587767	1.233127018	0.710076181	0.851907606	0.30444761	0.769002367	0.626271436	1.720662446	0.869916755	0.488524971	0.50837276	1.248451452	0.262210449	1.161839719	1.441308429	0.865946673	0.777970403	0.735301092	0.739747086	1.070204349	1.208575353	1.022558389	0.861199916	0.739242483	1.414489548
GLYCEROPHOSPHOCHOLINE	2.187698241	3.294971798	2.237306555	2.485678161	0.399192488	0.651871317	1.162262477	2.594221516	2.77798049	3.258056665	3.128743681	0.414421307	0.471146189	3.685629084	2.468075799	0.060377726	0.130905649	0.335931875	0.172125139	0.216813425	0.772514078	2.010672497	1.058851066	0.963457694	0.97769124	0.58267611	0.028594168	0.545228351	1.001118322	0.013421657	0.012150472	0.006860864	0.414915196	0.377610822	0.019112792	0.001976007	2.40E-05	7.27E-06	1.600221545	0.458312245	2.200120242	0.389220275	0.67639184	0.155350231	5.569039681	1.142432729	1.430580492	0.809058847	0.045711541	0.099068017	0.667209183	2.751223333	0.870458398	3.906972569	0.303012646	1.077431522
